패트릭 차우 CNN 인터뷰… 홍콩정부 민주·자유 기본권 불허 평화적 요구 무시에 사태악화…깨어난뒤 시민 용감해졌다 느껴 서울 연합뉴스 권혜진 기자 지난 11일 홍콩 사이완호 西灣河 지역에서 열린 민주화 시위에 참여했다 경찰이 쏜 실탄에 맞아 크게 다친 21세 청년이 수술 후 외신과 인터뷰를 하고 총알로 사람을 죽일 수는 있어도 믿음을 죽일 수는 없다 는 신념을 밝혔다. 시위 현장서 경찰의 실탄에 맞아 오른쪽 신장과 간 일부를 제거하는 수술을 받은 패트릭 차우는 24일 미국 CNN방송과 일대일 인터뷰에서 경찰이 당시 자신에게 발포할 아무런 이유가 없었다고 강조했다. 그가 도로에서 한 시위자와 몸싸움 중인 경찰에게 다가가다가 총에 맞아 쓰러지는 장면은 동영상에 고스란히 담겨 소셜미디어 등을 통해 확산됐다. 이 영상으로 흥분한 시민들이 거리로 쏟아져나오며 시위는 더욱 격화됐다. 영상을 보면 그가 경찰에 다가가면서 마치 총을 치우려는 듯한 손동작을 하자 경찰은 근접 거리서 그의 복부를 향해 발포했다. 경찰은 이후 기자회견을 열어 교통경찰이 한 시위대원을 체포하던 중 차우가 다가왔으며 이 경찰이 차우가 자신의 총을 빼앗으려 한다고 생각해 총을 쏜 것이라고 해명했다. 또 그 경찰은 양쪽에서 위협을 가한다고 느꼈으며 만약 총을 빼앗겼다면 결과는 재앙적이었을 것 이라고 경찰 대변인은 밝혔다.지난 11일 시위에 참가했다가 경찰이 쏜 실탄에 맞은 패트릭 차우 AFP 연합뉴스 하지만 차우는 경찰이 총을 꺼내 체포 중이던 그 시위대원을 겨눴으며 자신은 이 광경을 보고 왜 그를 조준하느냐 그는 아무것도 하지 않았다 고 말했을 뿐 경찰이 발포할 이유가 없었다고 항변했다. 총에 맞아 쓰러진 차우는 곧바로 병원으로 옮겨져 수술을 받았지만 사건 후 2주가량 지난 현재까지 똑바로 서지 못하고 걸을 때 다리를 저는 등 후유증에 시달리고 있다. 그는 사건 이후 총에 맞는 악몽이 반복돼 잠을 이루지 못하는 등 정신적으로도 힘든 시간을 보내고 있다. 민주주의가 목숨을 걸만한 가치인가 라는 질문에 차우는 홍콩의 헌법에 해당하는 기본법은 투표권을 보장한다. 따라서 우리는 이를 위해 목숨을 걸 이유가 없다 고 답했다. 이어 민주주의와 자유는 기본적인 것들이다. 하지만 홍콩 정부는 이를 우리에게 허락하지 않는다 고 개탄했다. 그는 또 정부가 우리 시민들로 하여금 평화적인 수단으로는 원하는 것을 얻을 수 없다고 말하기 때문에 계속 사태가 고조되는 것 이라고 말했다. 아울러 홍콩 경찰이 인권을 무시한다며 이 때문에 증오가 더욱 커진다 고 주장했다.지난 15일 차우 씨가 경찰이 쏜 실탄을 맞고 쓰러지는 순간이 담긴 동영상 화면 AFP 연합뉴스 그는 수술 후 깨어났을 때 시위가 어떻게 됐는지가 가장 궁금했으며 시위가 더욱 격화한 것을 보고 홍콩 시민들이 더욱 정부를 상대로 용감해졌구나 라고 생각했다고 말했다. 그러면서 총알로 사람은 죽일 수 있지만 믿음을 죽일 수는 없다 고 강조했다. 그는 송환법 공식 철회 경찰의 강경 진압에 관한 독립적 조사 시위대 폭도 규정 철회 체포된 시위대의 조건 없는 석방 및 불기소 행정장관 직선제 실시 등 시위대가 요구하는 5대 사항을 언급하며 홍콩 정부가 이를 수용한다면 아니 최소한 경찰 강경 진압에 대한 독립적 조사만이라도 수용한다면 분노가 잦아들 것 이라고 말했다.,3.56
지난 11일 송환법 반대 시위에 참여했다 홍콩 경찰이 쏜 실탄에 맞아 다친 남성이 총알로 사람을 죽일 수는 있어도 믿음을 죽일 수는 없다 고 밝혔습니다.21살의 패트릭 차우는 CNN과 인터뷰에서 민주주의와 자유는 기본적인 것인데 홍콩 정부는 이를 허락하지 않는다 고 말했습니다.그러면서 평화적인 방법으로는 원하는 것을 얻을 수 없다고 정부가 말하고 있어 사태가 고조되는 것 이라며 시위대의 요구 사항 중 경찰 강경 진압에 대한 독립적인 조사만 수용해도 분노가 잦아들 것 이라고 주장했습니다.실탄을 맞던 당시 상황에 대해선 경찰이 몸싸움을 하던 시위 대원에게 총을 겨누는 것에 항의했을 뿐 이라며 발포할 이유가 없었다 고 덧붙였습니다.홍콩 경찰은 앞서 실탄 발사 이유에 대해 시위대를 체포하던 중 패트릭 차우가 다가왔고 총을 빼앗으려 한다고 생각해 총을 쐈다 고 해명했습니다.,3.53
“우리가 지금 목소리를 내지 않으면 내일은 목소리를 낼 기회조차 없을 수 있다”패트릭 차우 21 씨가 23일 홍콩 언론들 앞에 모습을 드러냈다. AFP 연합뉴스홍콩 경찰이 쏜 실탄에 복부를 맞은 청년이 수술 뒤 외신과의 인터뷰에서 “총알로 사람을 죽일 수는 있어도 믿음을 죽일 수는 없다”고 말했다.미국 CNN 방송은 지난 11일 홍콩 사이완호 지역에서 열린 시위에서 경찰의 실탄에 맞은 패트릭 차우 21 씨와의 인터뷰를 24일 공개했다. 차우씨가 언론에 모습을 드러낸 건 이번이 처음이다.차우씨가 이날 시위자를 체포하던 경찰에게 다가가다 총에 맞아 쓰러지는 장면은 SNS에서 실시간으로 중계됐고 해당 영상은 온라인으로 확산됐다. 논란이 거세지자 홍콩 경찰은 차우씨가 경찰의 총을 빼앗으려 해 실탄을 발사했다고 해명했다. 하지만 시위대는 위협적인 상황이 아니었음에도 총을 쐈다며 비난을 이어갔고 이후 시위 규모는 더욱 커졌다.경찰이 11일 오전 현지시간 홍콩 시위자의 복부를 향해 총을 발사했다. AFP Cupid News 연합뉴스경찰이 11일 현지시간 홍콩 사이완호 지역에서 열린 시위에서 시위 참가자를 향해 실탄을 발사했다. Cupid Producer 丘品創作 제공 국민일보차우씨는 CNN 인터뷰에서 경찰이 자신을 향해 발포할 이유가 없었다고 주장했다. 그는 “경찰은 앞서 총을 꺼내 체포 중인 시위대원을 겨눴다”며 “나는 ‘왜 그를 조준하느냐 그는 아무것도 하지 않았다. 우리는 아무것도 하지 않았다’고 말했을 뿐”이라고 전했다. 경찰 해명과 달리 자신은 위협적인 행동을 하지 않았다는 항변이다.차우씨는 사건 직후 곧바로 병원으로 옮겨져 오른쪽 신장과 간 일부를 제거하는 수술을 받았다. 2주 정도 지났지만 똑바로 서지 못하고 걸을 때 다리를 저는 등 후유증에 시달리고 있다.정신적으로도 고통받고 있다. 그는 사건 이후 총에 맞는 악몽을 꾸며 잠을 이루지 못하고 있다고 말했다. ‘총을 쏜 경찰을 용서할 수 있느냐’는 질문에는 “절대 용서할 수 없다. 그는 내 신장을 가져갔다”고 답했다.경찰 공격 뒤에도 차우씨의 믿음은 굳건했다. “수술 후 깨어났을 때 시위가 어떻게 됐는지 가장 궁금했다”는 그는 “시위가 더욱 격화한 것을 보고 ‘홍콩 시민들이 정부를 상대로 더욱 용감해졌구나’라는 생각이 들었다”고 말했다. “총알로 사람은 죽일 수 있지만 믿음은 죽일 수 없다”고 덧붙였다.‘민주주의는 기본 인권’이라는 소신도 밝혔다. ‘민주주의에 목숨을 걸만한 가치가 있는가’라는 질문에 그는 “민주주의와 자유는 기본적인 것이다. 목숨을 바쳐야 얻을 수 있는 게 아니다. 하지만 홍콩 정부는 이를 우리에게 허락하지 않았다”고 말했다. 이어 “ 홍콩의 헌법에 해당하는 기본법은 투표권을 보장한다. 따라서 우리는 이를 위해 목숨을 걸 이유가 없다. 정부는 우리가 권리를 행사할 수 있도록 해야 한다”고 강조했다.24일 홍콩에서 구의원 선거가 진행되고 있다. AFP 연합뉴스시위대는 △송환법 공식 철회 △경찰 강경 진압에 대한 독립 조사 △시위대 폭도 규정 철회 △체포된 시위대의 조건 없는 석방 및 불기소 △행정장관 직선제 실시 총 5가지 사항을 요구하고 있다.차우씨는 “홍콩 정부가 우리의 5대 사항을 수용한다면 아니 최소 경찰 강경 진압에 대한 독립 조사만이라도 수용한다면 홍콩에서의 혐오와 분노는 잦아들 것”이라고 주장했다.24일 홍콩에서는 구의원 선거가 진행되고 있다. 투표는 오후 10시30분 현지시간 까지 진행되며 선거구별 당선자는 25일 오전부터 나온다. 차우씨는 “시위대가 구의원 선거 참여로 민주주의의 권리를 행사했으면 한다”며 “청년들이 나와서 이 정부와 마주하지 않는다면 우리는 더욱 억압될 것이다. 우리가 지금 목소리를 내지 않으면 내일은 목소리를 낼 기회조차 없을 수 있다”고 말했다.,3.55
CNN 인터뷰 “애당초 목숨 걸지 않아도 될 기본권에 정부가 목숨 걸게 했다”11일 현지시간 온라인에 유포된 동영상 속에서 한 홍콩 경찰관이 시위 현장에서 다가오는 시위자를 향해 총을 겨누고 있다. 홍콩 AP 뉴시스홍콩 민주화 시위 도중 경찰이 쏜 실탄에 맞고 크게 다친 청년이 외신과의 인터뷰에서 “총알로 사람을 죽일 수는 있지만 신념은 죽일 수 없다”고 밝혔다. 지난 11일 홍콩 사이완호 西灣河 지역에서 시위에 참가했다가 실탄에 맞아 신장과 간 일부를 제거하는 수술을 받았던 21살 청년 패트릭 차우는 피격 2주만인 24일 미국 CNN과 가진 인터뷰에서 이같이 말했다. 총에 맞은 뒤 여전히 똑바로 걷지 못할 정도로 후유증에 시달리고 있는 차우는 ‘민주주의에 목숨을 걸만한 가치가 있냐’는 질문에 “홍콩 기본법은 투표권을 보장한다. 따라서 우리는 이를 위해 목숨을 걸 이유가 없다”고 말했다. 이어 “민주주의와 자유는 기본이다. 하지만 홍콩 정부는 이를 허락하지 않는다”면서 “평화적인 수단으로는 시민들이 원하는 것을 얻을 수 없다고 정부가 말하고 있기 때문에 시위 사태가 고조되는 것”이라고 강조했다. 차우는 그러면서 송환법 공식철회에 이어 ▦경찰 진압에 대한 독립 조사 ▦시위대에 대한 폭도 규정 철회 ▦체포된 시위대의 석방 및 불기소 ▦행정장관 직선제 등 시위대의 5대 요구사항 중 최소 경찰 강경 진압에 대한 독립적 조사만이라도 홍콩 당국이 수용한다면 시위대의 분노는 잦아들 것”이라고 강조했다. 피격 당시 촬영된 영상을 보면 차우는 경찰에 다가가 총을 치우려는 듯한 행동을 했다. 이에 경찰은 반보 半步 도 안 되는 거리에서 차우의 복부를 향해 총을 발사했다. 경찰은 차우가 총을 빼앗으려 했다고 해명했으나 그는 이에 대해서도 반박했다. 이미 체포 중인 시위대원을 겨누고 있는 경찰을 향해 “왜 조준하느냐”고 말했을 뿐 총을 빼앗을 의도는 없었다는 것이다.총상 수술 뒤 깨어난 그는 홍콩 시위가 어떻게 됐을지가 가장 궁금했다고 한다. 실탄 발사 사건 뒤 더욱 격화한 시위를 보고 차우는 “시민들이 정부를 상대로 더욱 용감해졌구나”라고 생각했다고 전했다. 조영빈 기자 peoplepeople hankookilbo.com  이벤트 한국일보 채널 구독 or 추천하면 에어팟이 내꺼   뉴 잼을 보면 뉴스가 재밌다.,3.53
지난 11일 홍콩 사이완호 지역에서 열린 민주화 시위에 참여했다 경찰이 쏜 실탄에 맞아 크게 다친 21세 청년이 수술 후 외신과 인터뷰를 하고 총알로 사람을 죽일 수는 있어도 믿음을 죽일 수는 없다 는 신념을 밝혔습니다.시위 현장서 경찰의 실탄에 맞아 오른쪽 신장과 간 일부를 제거하는 수술을 받은 패트릭 차우는 오늘 24일 미국 CNN방송과 일대일 인터뷰에서 경찰이 당시 자신에게 발포할 아무런 이유가 없었다고 강조했습니다.그가 도로에서 한 시위자와 몸싸움 중인 경찰에게 다가가다가 총에 맞아 쓰러지는 장면은 동영상에 고스란히 담겨 소셜미디어 등을 통해 확산됐습니다. 이 영상으로 흥분한 시민들이 거리로 쏟아져나오며 시위는 더욱 격화됐습니다.경찰은 이후 기자회견을 열어 교통경찰이 한 시위대원을 체포하던 중 차우가 다가왔으며 이 경찰이 차우가 자신의 총을 빼앗으려 한다고 생각해 총을 쏜 것이라고 해명했습니다. 또 그 경찰은 양쪽에서 위협을 가한다고 느꼈으며 만약 총을 빼앗겼다면 결과는 재앙적이었을 것 이라고 경찰 대변인은 밝혔습니다.시위 중 경찰이 쏜 실탄에 맞은 패트릭 차우 사진 연합뉴스하지만 차우는 경찰이 총을 꺼내 체포 중이던 그 시위대원을 겨눴으며 자신은 이 광경을 보고 왜 그를 조준하느냐 그는 아무것도 하지 않았다 고 말했을 뿐 경찰이 발포할 이유가 없었다고 항변했습니다.총에 맞아 쓰러진 차우는 곧바로 병원으로 옮겨져 수술을 받았지만 사건 후 2주가량 지난 현재까지 똑바로 서지 못하고 걸을 때 다리를 저는 등 후유증에 시달리고 있습니다. 민주주의가 목숨을 걸만한 가치인가 라는 질문에 차우는 홍콩의 헌법에 해당하는 기본법은 투표권을 보장한다. 따라서 우리는 이를 위해 목숨을 걸 이유가 없다 고 답했습니다.이어 민주주의와 자유는 기본적인 것들이다. 하지만 홍콩 정부는 이를 우리에게 허락하지 않는다 고 개탄했습니다.그는 또 정부가 우리 시민들로 하여금 평화적인 수단으로는 원하는 것을 얻을 수 없다고 말하기 때문에 계속 사태가 고조되는 것 이라고 말했습니다.차우 씨가 경찰이 쏜 실탄을 맞고 쓰러지는 순간이 담긴 동영상 화면 사진 연합뉴스그는 수술 후 깨어났을 때 시위가 어떻게 됐는지가 가장 궁금했으며 시위가 더욱 격화한 것을 보고 홍콩 시민들이 더욱 정부를 상대로 용감해졌구나 라고 생각했다고 말했습니다.그러면서 총알로 사람은 죽일 수 있지만 믿음을 죽일 수는 없다 고 강조했습니다.그는 송환법 공식 철회 경찰의 강경 진압에 관한 독립적 조사 시위대 폭도 규정 철회 체포된 시위대의 조건 없는 석방 및 불기소 행정장관 직선제 실시 등 시위대가 요구하는 5대 사항을 언급하며 홍콩 정부가 이를 수용한다면 아니 최소한 경찰 강경 진압에 대한 독립적 조사만이라도 수용한다면 분노가 잦아들 것 이라고 말했습니다.,3.53
앵커 홍콩의 민심이 가려질 구의회 선거 투표가 오늘 24일 진행됩니다. 친중 반중 진영의 사활이 걸린 이번 투표의 결과는 내일 새벽쯤 윤곽이 드러날 전망입니다.홍콩에서 정성엽 특파원입니다. 기자 홍콩 시위의 바람을 탄 반정부 민주 진영에서는 젊은 유권자들의 힘을 집결시키는 데 주력했습니다. 람윙만 유학생 홍콩에서 중요한 민주주의 선거가 진행되기 때문에 유학 중에도 투표하러 왔습니다. 친중 진영에서는 폭력과 혼란을 종식시킬 수 있는 침묵하는 다수의 힘을 보여달라고 호소했습니다. 엔엑스 시민 사람들이 자신의 의견을 표현할 좋은 기회입니다. 특히 침묵하는 다수에게는요. 이번 선거에서 뽑는 구의원은 452명.1 100여 명의 후보가 나서서 4 800건의 선거법 위반 신고가 접수될 정도로 친중과 반중 진영은 사활을 걸고 대립해왔습니다.이기는 쪽이 홍콩 행정장관을 뽑는 선거인단 117명을 가져가기 때문입니다.무엇보다도 6개월 가까운 시위 사태로 갈라진 홍콩의 민심이 숫자로 나타나는 만큼 사실상 국민투표로 볼 수 있습니다.투표는 우리 시각으로 오늘 아침 8시 반부터 밤 11시 반까지 진행됩니다.홍콩 당국은 투표소마다 무장경찰을 배치하는 등 원활한 투표 진행에 만전을 기하고 있습니다.투표 종료 후 개표가 곧바로 시작되는 만큼 내일 새벽이면 승패의 윤곽이 드러날 전망입니다.,3.56
다음은 홍콩으로 가보겠습니다. 홍콩 민주화 시위의 향방을 가를 구의원 선거가 국제 사회의 큰 관심 속에 이 시각 현재 진행되고 있습니다. 친중이냐 반중이냐 홍콩의 민심을 정확하게 보여줄 사실상 국민투표라는 분석이 나옵니다. 이르면 내일 새벽쯤 결과가 나올 전망인데요 국제부 연결해 자세한 소식 알아보겠습니다. 한수아 기자 질문 투표소 마다 긴 줄이 이어지고 있다면서요 리포트 네 우리 시간 오늘 오전 8시 반부터 홍콩 내 630여개 투표소에서 구의원 선거가 시작됐는데요 뜨거운 선거 열기를 보여주듯 오전부터 투표소마다 긴 줄이 형성됐습니다. 우려했던 혼란은 빚어지지 않았습니다. 홍콩 시민들은 오늘 선거를 통해 구의원 452명을 뽑는데요. 홍콩을 친중과 반중 둘로 나눈 6개월간의 대규모 시위 사태에 대한 민심이 오늘 투표에서 정확하게 드러날 것으로 보입니다. 현재 의석 분포상 친중파는 327석으로 절대 다수를 반중파는 120석에 못 미치는 의석수를 차지하고 있는데요 친중 반중 진영의 의석 분포가 어떻게 바뀔 지 관심이 쏠립니다. 이번 선거에서 승리한 진영은 2022년 차기 홍콩 행정장관을 선출하는 선거인단을 통째로 가져가게 됩니다. 전문가들은 홍콩 시위사태가 수개월째 이어진 가운데 이번 선거에서 반중파인 야권이 유리할 것으로 예상하고 있습니다. 오늘 선거는 우리 시간으로 밤 11시 반까지 투표가 진행됩니다. 선거 결과는 내일 새벽쯤 드러날 것으로 예상됩니다. 이런 가운데 홍콩 시위대의 최후 보루 였던 홍콩 이공대는 경찰 원천봉쇄가 일주일 넘게 계속되며 수십 명만이 남이 있는데요 식량과 식수가 거의 바닥이 난 상태로 일부 학생들은 건강 문제를 호소하고 있는 것으로 알려졌습니다. 지금까지 국제부에서 전해드렸습니다.,3.55
앵커 홍콩의 민심이 가려질 구의회 선거 투표가 오전부터 시작됐습니다. 친중 반중 진영의 사활이 걸린 결과는 내일 새벽쯤 윤곽이 드러날 전망입니다.정동연 기자입니다. 기자 이번 선거에서 뽑는 구의원은 452명입니다.1천100여명의 후보가 나서서 4천800건의 선거법 위반 신고가 접수될 정도로 친중과 반중 진영은 사활을 걸고 대립해왔습니다.이기는 쪽이 홍콩 행정장관을 뽑는 선거인단 117명을 가져가기 때문입니다.무엇보다도 6개월 가까운 시위 사태로 갈라진 홍콩의 민심이 숫자로 나타나는 만큼 사실상 국민투표로 볼 수 있습니다.투표는 우리 시각으로 오늘 아침 8시 반부터 시작됐고 밤 11시 반까지 진행됩니다.홍콩 시위의 바람을 탄 반정부 민주 진영에서는 젊은 유권자들의 힘을 집결시키는 데 주력했습니다. 람윙만 유학생 홍콩에서 중요한 민주주의 선거가 진행되기 때문에 유학 중에도 투표하러 왔습니다. 친중 진영에선 폭력과 혼란을 종식시킬 수 있는 침묵하는 다수의 힘을 보여달라고 호소했습니다. 엔엑스 시민 사람들이 자신의 의견을 표현할 좋은 기회입니다. 특히 침묵하는 다수 에게는요. 홍콩 당국은 투표소마다 무장경찰을 배치하는 등 원활한 투표 진행에 만전을 기하고 있습니다.투표 종료 후 개표가 곧바로 시작되는 만큼 내일 새벽이면 승패의 윤곽이 드러날 전망입니다.,3.53
18개 선거구서 452명 선출…유권자 413만명단일후보 없이 1090명 출마…관심 높아져민주화 진영 우세 전망…시위 자제 분위기홍콩 민주화 시위 주역 중 한명인 조슈아 웡이 24일 자신의 트위터에 투표를 독려하는 글과 사진을 올렸다. 사진 트위터 캡쳐 베이징 이데일리 신정은 특파원 홍콩 시위의 새로운 분수령이 될 구의원 선거가 24일 치러진다. 민주화 진영이 우세할 것으로 전망되고 있지만 결과는 예단할 수 없는 상황이다. 시위대는 투표를 적극 독려하고 나섰다. 이날 홍콩 18개 선거구에서 구의원 452명을 뽑는 선거가 예정대로 시작됐다. 이번 선거는 모든 선거구에서 단일 후보가 없이 총 1090명의 후보가 출마했다. 이번 선거를 위해 등록한 유권자는 413만 명으로 지난 2015년 369만 명보다 크게 늘었다. 시위 이후 처음으로 열리는 선거인 만큼 후보자 등록은 물론 유권자들의 관심도 높아진 것이다.선거를 정상적으로 치르기 위해 시민들은 시위를 자제하는 모습이다. 홍콩 선거관리위원회는 1시간 반 이상 방해가 지속되면 선거를 연기하겠다고 경고한 바 있다. 젊은 시민들이 온라인에서 일찍부터 투표를 독려하고 있다. 홍콩 민주화 시위 주역 중 한 명인 조슈아 웡은 이날 오전 자신의 트위터에 “오늘 가장 먼저 해야할 일. 당신의 한 표를 던져라 ”라는 글을 올렸다. 이날 선거는 오전 7시30분부터 오후 10시30분까지 약 600여개 투표소에서 치러진다. 경찰은 만일의 사태를 대비해 각 투표소에 병력을 배치했다. 홍콩 구의원은 한국으로 치면 지방의회 의원에 해당하지만 홍콩 행정장관 선출에 중요한 역할을 한다. 구의원 중 117명은 홍콩 행정장관을 선출하는 1200명의 선거인단에 포함되기 때문이다. 홍콩 행정 수반인 행정장관은 직접선거가 아닌 간접선거로 선출된다.구의원이 전체 선거인단의 10%가 채 안되는 숫자이나 이번 선거에서 어떤 진영이 승리하는지 따라 행정장관 선거인단 구성도 달라지게 된다. 실제 지난 2015년 구의원 선거에서 친중파 진영이 승리했고 이듬해 열린 행정장관 선거인단 선출 때 이들이 117명 선거인단을 독식해 캐리 람 장관이 당선됐다. 당시 선출된 선거인단은 친중파 726명 범민주파 325명이었다. 현재 홍콩 의회는 115명 구의원이 친중파 정당인 민주건항협진연맹 민건련 소속인데다 전체 친중파 진영은 327석에 달한다. 범민주 진영은 118석에 불과하고 민주당이 37명 신민주동맹 Neo Democrats 이 13석을 보유하고 있다. 이번 선거에서는 범민주 진영이 승리할 가능성이 크다. 지난 2003년 홍콩 정부는 여론의 반대에도 국가보안법 제정을 밀어붙였다가 50만명이 참여한 반대 시위에 밀려 이를 철회했는데 그해 치러졌던 구의원 선거에서 범민주 진영이 압승을 거둔 바 있다.다만 친중파 진영이 주장하는 것처럼 시위대의 폭력에 반대하는 시민들이 존재하는 만큼 결과는 쉽게 예단할 수 없다. 선거 결과는 시위 사태의 새로운 분수령이 될 것으로 보인다. 범민주 진영이 승리할 경우 시위대가 요구해온 행정장관 직선제 등 정치개혁에 대한 목소리가 다시 커질 전망이다.에드먼드 청 와이 홍콩시립대 교수는 “많은 유권자들이 자신들의 불만을 표출하기 위해 한 표를 행사했다면 람 장관은 이에 어떻게 답할지 생각해야 할 것”이라며 “유권자들이 상황을 어떻게 인식하는지 정부와 사회가 알 수 있는 좋은 기회”라고 말했다.,3.53
홍콩 민주화 요구 시위의 향배에 큰 영향을 줄 것으로 예상되는 홍콩 구의원 선거가 24일 국제사회의 큰 관심 속에서 평화롭게 진행되고 있습니다.이번 구의원 선거는 외형만 보면 풀뿌리 단계의 선거일 뿐입니다.하지만 지난 6월 이후 홍콩에서 대규모 시위가 반년째 이어지고 있는 가운데 홍콩인들의 민심을 정확히 드러내는 첫 바로미터가 될 것이라는 점에서 크게 주목받고 있습니다.오전 7시 30분 현지시간 부터 홍콩 일반 투표소 610여곳과 전용 투표소 23곳에서 일제히 투표가 진행 중입니다.이날 투표는 오후 10시 30분까지 진행됩니다.선거구별 당선자는 25일 오전부터 나올 것으로 예상됩니다.어느 때보다 뜨거운 선거 열기를 보여주듯 도심 센트럴에서 외곽의 위엔룽에 이르기까지 상당수 투표소는 몰려든 유권자들로 긴 줄이 형성됐습니다.일부 지역에서는 투표하는 데 한 시간 이상 기다리기도 했습니다.지방 의회 선거로는 이례적으로 높은 투표율을 나타냈습니다.홍콩 선거관리위원회에 따르면 투표 시간을 아직 9시간 남겨둔 오후 1시 30분 현재 152만4천675명이 투표해 4년 전 구의원 선거 때 총 투표자 수 146만7천229명 를 이미 넘어섰습니다.이런 추세라면 이날 투표율은 4년 전 투표율 47%를 크게 넘어설 것이 확실시됩니다.앞서 이날 선거를 위해 등록한 유권자는 413만명으로 지난 2015년 369만명보다 크게 늘었습니다.다만 투표소 주변에서는 우려했던 혼란이 빚어지지는 않았습니다.위엔룽 지역 투표소에서 줄을 서 있던 찬 31 씨는 로이터 통신에 전에는 이런 선거를 본 적이 없다 며 현재 상황 때문에 투표는 매우 중요하다 고 말했습니다.캐리 람 홍콩 행정장관과 조슈아 웡 데모시스토당 비서장 등 여야 정치인들도 이날 이른 오전 투표를 했습니다.3만명이 넘는 경찰이 투표소 인근에 투입돼 비상 근무를 서고 있다는 홍콩 현지 언론의 보도가 나왔지만 투표소 인근에서는 경찰의 모습을 직접 찾아보기는 어려웠습니다.경찰은 만일의 사태에 대비해 폭동진압 경찰을 배치했지만 선거 영향 논란을 의식한 듯 최대한 유권자들의 눈에 직접 드러나지 않는 방식으로 경비를 서고 있습니다.민주화 요구 진영에서도 선거일에는 최대한 폭력을 자제하고 투표로 현 정부를 심판하자는 목소리가 큽니다.시위대가 자주 이용하는 온라인 토론 사이트 LIHKG 에서는 많은 이용자가 선거를 파괴하지 말자 고 제안했습니다.홍콩 시민들은 이날 선거를 통해 18개 선거구에서 구의원 452명을 뽑습니다.현재 홍콩 내 친중파 정당 중 최대 세력을 자랑하는 민주건항협진연맹 민건련 이 115명의 구의원을 거느린 것을 비롯해 친중파 진영은 327석의 의석을 차지하고 있습니다.18개 구의회 중 절대다수를 친중파 진영이 지배하고 있습니다.반면 범민주 진영은 118석으로 친중파 진영의 절반에도 못 미칩니다.민주당이 37명으로 가장 많은 구의원을 거느리고 있으며 다음으로 신민주동맹 Neo Democrats 이 13석을 보유하고 있습니다.이번 선거는 지난 6월 8일 범죄인 인도법 송환법 반대 100만명 행진을 계기로 홍콩에서 전면적인 민주화 요구 운동이 벌어지고 나서 진행되는 첫 선거라는 점에서 역대 구의원 선거와는 정치적 위상이 완전히 다른 차원의 선거로 평가됩니다.아울러 이번 선거는 차기 행정장관 선거를 위한 전초전의 의미도 갖습니다.452명 구의원 중 117명은 홍콩 행정장관을 선출하는 1천200명의 선거인단에 포함됩니다.홍콩 행정 수반인 행정장관은 유권자의 직접선거가 아닌 선거인단의 간접선거로 선출됩니다.구의원 몫의 117명 선거인단을 선출하는 것은 진영 간 표 대결을 통해 이뤄집니다.따라서 구의원 선거에서 이긴 진영이 선거인단 117명을 독식하게 됩니다.아울러 홍콩은 내년 국회의원에 해당하는 입법회 의원 선거도 예정하고 있습니다.전문가들은 최대 수백만명이 참여한 대규모 반정부 시위가 수개월째 이어진 가운데 이번 선거에서 야권이 유리할 것으로 예상하고 있습니다.지난 2003년 국가보안법 사태 직후 치러진 구의원 선거에서도 범민주 진영이 반정부 시위 흐름을 타고 승리한 바 있습니다.다만 올해 야권이 과반 의석까지 달성하는 것은 어려울 것이라고 보는 전문가들도 적지 않습니다.범민주 진영이 승리할 경우 중국 중앙정부의 강경한 대응 방침 등으로 최근 들어 수세를 면치 못하고 있는 시위대에 큰 힘을 실어줄 것으로 보입니다.행정장관 직선제 등 정치개혁 요구가 활기를 띨 가능성도 있습니다.하지만 친중파 진영은 최근 두드러지는 시위대의 폭력에 반감을 가진 침묵하는 다수 의 의견이 이날 투표를 통해 표출될 것이라고 주장합니다.홍콩 민주화 요구 시위는 최대 수백만명까지 참여하면서 폭넓은 호응을 얻었지만 최근 들어서는 경찰의 강경 진압 속에서 시위대 역시 상점 파괴와 도로 교통 마비 등 극단적인 폭력을 행사하면서 온건·중도층의 참여가 눈에 띄게 줄고 있습니다.친중국 진영이 예상 밖의 승리를 거둔다면 수세에 몰린 시위대의 기세가 더욱 꺾일 가능성이 큽니다.,3.53
